,id,ms_subclass,neighborhood,overall_qual,year_remod/add,exterior_1st,exterior_2nd,mas_vnr_area,exter_qual,foundation,bsmtfin_type_1,bsmtfin_sf_1,heating_qc,1st_flr_sf,gr_liv_area,full_bath,kitchen_qual,fireplaces,garage_finish,garage_area,garage_qual,saleprice,age_sold
1535,1156,20,Veenker,6,1974,HdBoard,ImStucc,144.0,3,CBlock,ALQ,800.0,3,1430,1430,2,3,2,Unf,484.0,3.0,192000,34
1536,2717,80,Sawyer,6,1978,HdBoard,HdBoard,200.0,3,CBlock,GLQ,794.0,2,1040,1040,1,3,1,Unf,616.0,3.0,160500,28
1537,2101,20,CollgCr,7,2007,VinylSd,VinylSd,306.0,4,PConc,Unf,0.0,5,1494,1494,2,4,1,RFn,840.0,3.0,279500,1
1538,1377,85,Sawyer,5,1963,HdBoard,Wd Sdng,0.0,3,CBlock,ALQ,784.0,3,1075,1075,1,4,0,Unf,440.0,3.0,148000,45
1539,1381,20,Sawyer,5,2005,HdBoard,HdBoard,0.0,3,CBlock,ALQ,758.0,5,992,992,1,4,0,RFn,294.0,3.0,145000,41
1540,2502,60,NoRidge,8,1993,MetalSd,MetalSd,0.0,4,PConc,GLQ,1012.0,5,1352,2520,2,4,1,RFn,796.0,3.0,310000,13
1541,2609,80,NAmes,6,1963,HdBoard,HdBoard,379.0,3,CBlock,ALQ,580.0,3,1146,1146,1,3,1,Unf,294.0,3.0,165000,43
1542,505,60,NoRidge,8,2005,VinylSd,VinylSd,528.0,4,PConc,GLQ,1361.0,5,1686,2448,2,4,1,RFn,711.0,3.0,402000,15
1543,1126,60,Somerst,7,2005,CemntBd,CmentBd,0.0,4,PConc,Unf,0.0,5,1026,1958,2,4,1,Fin,936.0,3.0,250000,3
1544,2914,180,MeadowV,4,1970,CemntBd,CmentBd,0.0,3,CBlock,GLQ,522.0,3,630,630,1,3,0,None,0.0,0.0,73000,36
1545,393,90,NAmes,5,1974,VinylSd,VinylSd,0.0,3,CBlock,Unf,0.0,3,896,1792,2,3,0,None,0.0,0.0,136000,35
1546,2405,120,NridgHt,9,2005,MetalSd,MetalSd,278.0,5,PConc,GLQ,472.0,5,1565,1565,2,5,1,RFn,556.0,3.0,282500,1
1547,67,20,Somerst,8,2006,VinylSd,VinylSd,226.0,4,PConc,Unf,0.0,5,1595,1595,2,4,1,RFn,880.0,3.0,221500,5
1548,2227,20,Crawfor,4,1996,VinylSd,VinylSd,0.0,3,PConc,Unf,0.0,4,1680,1680,2,4,0,Unf,628.0,3.0,170000,12
1549,669,20,NAmes,6,1967,HdBoard,HdBoard,0.0,2,CBlock,BLQ,872.0,4,1040,1040,1,3,1,RFn,480.0,3.0,163000,42
1550,1772,60,NoRidge,8,1995,VinylSd,VinylSd,513.0,4,PConc,LwQ,56.0,5,1328,2531,2,4,1,RFn,752.0,3.0,290000,12
1551,1775,60,NoRidge,8,1997,VinylSd,VinylSd,526.0,4,PConc,GLQ,1225.0,5,1335,2538,2,4,1,RFn,933.0,3.0,330000,11
1552,403,160,BrDale,6,1973,HdBoard,HdBoard,504.0,3,CBlock,BLQ,254.0,3,483,987,1,3,0,Unf,264.0,3.0,111000,36
1553,2792,60,CollgCr,6,1999,VinylSd,VinylSd,148.0,3,PConc,GLQ,639.0,5,840,1755,2,3,1,RFn,530.0,3.0,214000,7
1554,1247,20,NAmes,5,1953,MetalSd,MetalSd,84.0,3,CBlock,Rec,500.0,3,1152,1152,1,3,0,Unf,636.0,3.0,137500,55
1555,384,60,Somerst,7,2003,CemntBd,CmentBd,0.0,4,PConc,GLQ,622.0,5,1016,1884,2,5,1,RFn,581.0,3.0,240900,6
1556,91,60,NoRidge,7,1992,HdBoard,HdBoard,0.0,4,PConc,GLQ,674.0,5,1061,1923,2,4,1,RFn,564.0,3.0,190000,18
1557,863,20,CollgCr,7,2002,VinylSd,VinylSd,0.0,4,PConc,GLQ,1234.0,5,1611,1611,2,4,0,RFn,1231.0,3.0,250000,7
1558,1857,20,Veenker,5,2004,Plywood,Plywood,0.0,4,CBlock,ALQ,1157.0,3,1437,1437,2,4,1,RFn,528.0,3.0,218000,31
1559,1870,60,NWAmes,7,1993,MetalSd,MetalSd,194.0,4,PConc,GLQ,819.0,5,1091,2075,2,4,1,Unf,473.0,3.0,255000,14
1560,2318,20,Gilbert,7,2006,VinylSd,VinylSd,27.0,4,PConc,Unf,0.0,5,1670,1670,2,4,1,RFn,690.0,3.0,240000,0
1561,2100,20,CollgCr,8,2007,CemntBd,CmentBd,0.0,4,PConc,Unf,0.0,5,2140,2140,2,4,0,Fin,894.0,3.0,360000,1
1562,1213,80,NAmes,5,1999,BrkFace,BrkFace,0.0,3,PConc,ALQ,633.0,4,1265,1265,2,4,1,RFn,502.0,3.0,179900,43
1563,2046,50,ClearCr,5,1994,MetalSd,MetalSd,0.0,3,CBlock,Rec,152.0,3,1636,3086,3,5,1,None,0.0,0.0,200500,61
1564,710,50,OldTown,3,1950,VinylSd,VinylSd,0.0,3,BrkTil,Unf,0.0,2,600,968,1,3,0,None,0.0,0.0,37900,99
1565,2268,20,Timber,8,2001,VinylSd,VinylSd,86.0,4,PConc,GLQ,250.0,5,1312,1312,2,4,0,Unf,471.0,3.0,180500,6
1566,816,90,SawyerW,7,2000,VinylSd,VinylSd,23.0,3,PConc,GLQ,820.0,5,1168,2787,4,3,2,Fin,820.0,3.0,269500,9
1567,1616,60,Gilbert,7,2003,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,847,1733,2,4,1,Fin,433.0,3.0,225000,4
1568,2233,50,IDOTRR,6,1950,Wd Sdng,Wd Sdng,0.0,3,BrkTil,ALQ,375.0,4,720,1215,1,4,0,Fin,720.0,3.0,141000,67
1569,439,20,NridgHt,9,2008,VinylSd,VinylSd,284.0,5,PConc,GLQ,1015.0,5,1743,1743,2,5,1,RFn,927.0,3.0,335000,1
1570,260,20,CollgCr,5,2004,CemntBd,CmentBd,0.0,4,CBlock,GLQ,198.0,5,1026,1026,1,3,0,Unf,308.0,3.0,150000,33
1571,2523,20,Veenker,9,1987,WdShing,Wd Shng,0.0,4,CBlock,GLQ,1810.0,4,1842,1842,0,4,1,Fin,894.0,3.0,385000,25
1572,627,60,NAmes,7,1990,HdBoard,HdBoard,176.0,3,CBlock,BLQ,454.0,3,1186,1986,2,3,3,Unf,486.0,3.0,205000,44
1573,251,20,CollgCr,7,2006,VinylSd,VinylSd,24.0,4,PConc,GLQ,686.0,5,1208,1208,2,4,0,RFn,632.0,3.0,206000,4
1574,2163,20,CollgCr,7,2004,VinylSd,VinylSd,106.0,4,PConc,Unf,0.0,5,1422,1422,2,4,0,RFn,626.0,3.0,179600,3
1575,2819,20,Edwards,4,1951,Wd Sdng,Wd Sdng,0.0,3,CBlock,LwQ,836.0,3,1220,1220,1,3,0,Unf,396.0,3.0,102000,55
1576,1025,20,NWAmes,5,1977,VinylSd,VinylSd,0.0,3,PConc,ALQ,767.0,3,1126,1126,2,5,0,RFn,540.0,3.0,175000,31
1577,2592,20,NAmes,5,2001,Wd Sdng,VinylSd,0.0,3,CBlock,Rec,494.0,4,1384,1384,1,3,0,Unf,896.0,3.0,159000,50
1578,1491,20,Edwards,6,1976,HdBoard,Plywood,84.0,3,CBlock,BLQ,1033.0,3,1127,1127,1,3,1,Unf,480.0,3.0,135000,32
1579,2742,50,Edwards,6,1972,Wd Sdng,Wd Sdng,0.0,3,CBlock,Rec,444.0,4,1216,1855,2,3,0,Unf,325.0,3.0,136900,52
1580,2497,20,Sawyer,5,1994,HdBoard,Plywood,0.0,3,CBlock,BLQ,465.0,3,1236,1236,1,3,1,Unf,288.0,3.0,135000,45
1581,495,60,NoRidge,8,1999,VinylSd,VinylSd,673.0,4,PConc,GLQ,1163.0,5,1268,2365,2,4,1,RFn,856.0,3.0,337000,10
1582,2528,60,NWAmes,6,1984,HdBoard,HdBoard,220.0,3,CBlock,BLQ,619.0,3,1512,2654,2,4,1,Unf,619.0,3.0,250000,38
1583,1033,60,NWAmes,8,1996,VinylSd,VinylSd,402.0,4,PConc,GLQ,1023.0,5,1236,2340,2,4,1,RFn,787.0,3.0,306000,12
1584,764,90,Edwards,5,1988,Plywood,Plywood,0.0,3,CBlock,GLQ,1200.0,3,1200,1200,3,3,0,None,0.0,0.0,179000,22
1585,1165,160,Somerst,7,2007,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,703,1392,2,4,0,Unf,540.0,3.0,146000,1
1586,2037,50,IDOTRR,6,1950,MetalSd,MetalSd,0.0,3,CBlock,LwQ,375.0,4,1138,2180,1,3,1,Unf,720.0,3.0,161000,92
1587,113,20,NWAmes,6,2001,Plywood,Plywood,28.0,3,PConc,ALQ,1200.0,4,1610,1610,2,4,2,RFn,480.0,3.0,205000,33
1588,1572,120,Timber,7,1986,VinylSd,VinylSd,340.0,4,CBlock,GLQ,893.0,4,1501,1501,2,4,1,Fin,512.0,3.0,241500,22
1589,2052,20,Sawyer,4,1961,VinylSd,VinylSd,192.0,3,CBlock,Rec,903.0,4,1029,1029,1,3,0,Unf,261.0,3.0,118500,46
1590,2702,80,ClearCr,5,1958,Wd Sdng,ImStucc,120.0,3,CBlock,BLQ,300.0,5,1352,1352,1,4,0,Unf,288.0,3.0,130000,48
1591,1981,30,OldTown,5,1950,VinylSd,VinylSd,279.0,3,CBlock,Unf,0.0,5,1072,1072,1,3,2,Unf,379.0,3.0,130000,67
1592,2335,60,StoneBr,10,2006,VinylSd,VinylSd,734.0,5,PConc,GLQ,1206.0,5,1850,2698,2,5,1,RFn,736.0,3.0,535000,0
1593,563,20,Sawyer,5,1962,VinylSd,VinylSd,60.0,3,CBlock,LwQ,140.0,4,912,912,1,3,0,Unf,252.0,3.0,123000,47
1594,1502,90,Edwards,4,1955,AsbShng,Plywood,0.0,3,PConc,None,0.0,3,1152,1152,2,3,0,None,0.0,0.0,82000,53
1595,1310,75,OldTown,7,1965,Wd Sdng,Wd Shng,0.0,3,BrkTil,BLQ,116.0,5,730,1450,1,3,0,Unf,288.0,3.0,132000,88
1596,2598,30,OldTown,5,1968,MetalSd,MetalSd,0.0,3,BrkTil,Unf,0.0,5,1073,1073,1,3,0,Unf,326.0,3.0,108480,85
1597,2715,20,Sawyer,5,1967,HdBoard,HdBoard,450.0,3,CBlock,BLQ,194.0,3,1458,1458,1,3,1,Unf,512.0,3.0,165000,39
1598,1810,20,SawyerW,7,2006,VinylSd,VinylSd,170.0,4,PConc,Unf,0.0,5,1486,1486,2,4,0,RFn,566.0,3.0,181000,1
1599,778,80,Sawyer,5,1961,HdBoard,HdBoard,0.0,3,CBlock,Unf,0.0,3,904,1774,2,3,1,Unf,384.0,3.0,165000,48
1600,339,50,Mitchel,5,1969,HdBoard,HdBoard,0.0,3,CBlock,BLQ,476.0,3,864,1479,2,3,0,Fin,275.0,3.0,161000,41
1601,2460,20,Somerst,8,2006,VinylSd,VinylSd,60.0,4,PConc,Unf,0.0,5,1504,1504,2,4,0,Fin,510.0,3.0,199000,0
1602,320,60,Timber,7,2003,VinylSd,VinylSd,44.0,4,PConc,GLQ,624.0,5,824,1894,2,4,1,Fin,510.0,3.0,214900,8
1603,2461,20,Somerst,8,2006,VinylSd,VinylSd,0.0,4,PConc,GLQ,24.0,5,1278,1278,2,4,0,RFn,584.0,3.0,198600,0
1604,2449,60,NoRidge,8,1998,VinylSd,VinylSd,650.0,4,PConc,Unf,0.0,4,1165,2263,2,4,1,Fin,420.0,3.0,258000,8
1605,817,90,SawyerW,7,2000,VinylSd,VinylSd,23.0,3,PConc,GLQ,820.0,5,1168,2787,4,3,2,Fin,820.0,3.0,269500,9
1606,1096,60,Gilbert,7,2002,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,707,1414,2,4,1,Fin,403.0,3.0,176000,6
1607,1893,80,NAmes,6,1991,HdBoard,HdBoard,108.0,3,CBlock,LwQ,270.0,5,1302,1302,2,4,0,RFn,309.0,3.0,158000,43
1608,479,80,Gilbert,8,2002,VinylSd,VinylSd,0.0,4,PConc,GLQ,353.0,5,779,1419,2,4,1,Fin,527.0,3.0,184100,7
1609,1657,20,NWAmes,6,1971,HdBoard,HdBoard,176.0,3,CBlock,ALQ,492.0,3,1220,1220,2,3,1,Unf,944.0,3.0,170000,36
1610,937,80,Crawfor,6,1986,VinylSd,VinylSd,242.0,3,CBlock,ALQ,454.0,4,1182,1982,2,3,1,Fin,501.0,3.0,208000,23
1611,879,120,CollgCr,6,2003,VinylSd,VinylSd,170.0,4,PConc,GLQ,685.0,5,848,848,1,4,0,Fin,420.0,3.0,140000,6
1612,945,120,Crawfor,8,2008,CemntBd,CmentBd,174.0,5,PConc,GLQ,1476.0,5,1648,1648,2,5,1,Fin,482.0,3.0,230000,2
1613,1010,120,StoneBr,8,1989,HdBoard,HdBoard,0.0,4,PConc,GLQ,319.0,4,1337,1337,2,4,1,RFn,462.0,3.0,188500,19
1614,2861,50,Crawfor,5,1950,Wd Sdng,Wd Sdng,0.0,3,CBlock,BLQ,602.0,3,1125,1717,1,3,1,Unf,410.0,3.0,194000,66
1615,1245,20,NAmes,5,1958,MetalSd,MetalSd,0.0,3,CBlock,Rec,774.0,4,1104,1104,1,3,0,RFn,384.0,3.0,133000,52
1616,854,20,CollgCr,5,1978,MetalSd,MetalSd,76.0,3,BrkTil,GLQ,625.0,3,907,907,1,3,0,Unf,343.0,3.0,140000,31
1617,1437,60,CollgCr,7,2000,VinylSd,VinylSd,120.0,4,PConc,GLQ,527.0,5,782,1652,2,4,0,RFn,532.0,3.0,207500,8
1618,586,60,NWAmes,6,1997,MetalSd,MetalSd,256.0,3,PConc,Unf,0.0,4,1271,2640,2,4,1,RFn,515.0,3.0,256900,42
1619,1947,50,OldTown,5,1950,MetalSd,MetalSd,0.0,3,CBlock,Unf,0.0,4,735,1034,1,3,0,Unf,240.0,3.0,109000,67
1620,815,90,SawyerW,5,1979,HdBoard,HdBoard,0.0,3,Slab,None,0.0,3,1513,1513,2,3,0,Unf,400.0,3.0,113722,30
1621,831,20,CollgCr,8,2006,VinylSd,VinylSd,76.0,4,PConc,GLQ,24.0,5,1498,1498,2,4,1,Fin,844.0,3.0,237000,4
1622,1919,20,NAmes,5,1963,MetalSd,MetalSd,0.0,3,CBlock,ALQ,288.0,4,1053,1053,1,4,0,RFn,692.0,3.0,142100,44
1623,2306,20,NAmes,6,1954,Wd Sdng,Wd Sdng,28.0,3,CBlock,BLQ,468.0,4,1293,1293,2,3,0,RFn,452.0,3.0,149900,52
1624,430,20,NridgHt,9,2008,VinylSd,VinylSd,450.0,5,PConc,GLQ,1232.0,5,2020,2020,2,5,1,RFn,896.0,3.0,404000,1
1625,2618,60,NAmes,7,1998,Plywood,Plywood,0.0,3,CBlock,ALQ,636.0,3,1900,2448,3,3,2,RFn,441.0,3.0,277500,44
1626,245,60,SawyerW,6,1985,HdBoard,HdBoard,336.0,4,CBlock,Unf,0.0,3,977,1732,2,4,1,Fin,476.0,3.0,178000,25
1627,462,120,NridgHt,8,2006,MetalSd,MetalSd,176.0,4,PConc,GLQ,863.0,5,1324,1324,2,4,1,Fin,550.0,3.0,254000,3
1628,182,30,OldTown,2,1970,AsbShng,AsbShng,0.0,3,BrkTil,Unf,0.0,3,832,832,1,3,1,Unf,780.0,2.0,12789,87
1629,1625,20,Gilbert,7,1996,HdBoard,HdBoard,38.0,3,PConc,Unf,0.0,4,1253,1253,2,3,1,Fin,402.0,3.0,176000,12
1630,2381,60,NridgHt,9,2006,VinylSd,VinylSd,370.0,3,PConc,Unf,0.0,5,1249,2596,3,4,0,RFn,840.0,3.0,342643,0
1631,1827,20,Sawyer,5,1967,HdBoard,Wd Sdng,75.0,3,CBlock,GLQ,599.0,3,902,902,1,3,0,Unf,288.0,3.0,125500,40
1632,1580,20,Timber,6,1989,Wd Sdng,Wd Sdng,128.0,3,CBlock,Unf,0.0,5,1495,1495,2,3,1,Unf,438.0,3.0,150000,19
1633,1803,20,Somerst,8,2007,CemntBd,CmentBd,0.0,5,PConc,Unf,0.0,5,1584,1584,2,5,1,Fin,594.0,3.0,261329,0
1634,1132,20,SawyerW,7,2005,VinylSd,VinylSd,120.0,3,PConc,GLQ,680.0,5,1080,1080,1,4,0,None,0.0,0.0,141000,4
1635,1941,20,NAmes,4,1953,VinylSd,VinylSd,0.0,3,CBlock,BLQ,595.0,4,1647,1647,1,3,1,Fin,280.0,3.0,153000,54
1636,1742,120,Blmngtn,7,2007,WdShing,Wd Shng,72.0,4,PConc,Unf,0.0,5,1258,1258,2,4,1,Fin,648.0,3.0,172500,1
1637,2026,70,BrkSide,6,2003,Wd Sdng,Wd Sdng,0.0,3,BrkTil,Unf,0.0,5,698,1396,1,3,0,Unf,384.0,3.0,153575,92
1638,2245,30,IDOTRR,5,2007,MetalSd,MetalSd,0.0,4,BrkTil,ALQ,737.0,5,1001,1001,1,4,0,Unf,216.0,3.0,124900,77
1639,1691,20,NridgHt,9,2007,CemntBd,CmentBd,315.0,5,PConc,Unf,0.0,5,2121,2121,2,5,1,Fin,732.0,3.0,415298,1
1640,725,50,OldTown,6,1950,MetalSd,MetalSd,0.0,2,BrkTil,Unf,0.0,5,1044,1480,1,3,0,Unf,207.0,2.0,119000,89
1641,1787,20,Somerst,8,2006,VinylSd,VinylSd,410.0,4,PConc,Unf,0.0,5,1588,1588,2,4,1,RFn,825.0,3.0,227000,1
1642,1216,20,NAmes,5,2006,HdBoard,HdBoard,54.0,4,CBlock,ALQ,806.0,5,1053,1053,1,4,0,RFn,312.0,3.0,145500,49
1643,2654,30,OldTown,3,1950,AsbShng,AsbShng,0.0,3,BrkTil,LwQ,416.0,3,492,492,1,3,0,Unf,200.0,2.0,61500,85
1644,2310,20,NAmes,7,1969,HdBoard,HdBoard,434.0,3,CBlock,Unf,0.0,4,1851,1851,2,3,1,Fin,506.0,3.0,192100,37
1645,761,190,IDOTRR,6,1965,MetalSd,MetalSd,0.0,3,CBlock,Rec,276.0,5,754,1403,1,3,0,Unf,308.0,3.0,116000,94
1646,1884,80,NAmes,6,1958,VinylSd,VinylSd,63.0,3,CBlock,GLQ,507.0,5,1138,1138,1,3,0,RFn,264.0,3.0,145000,49
1647,449,20,NridgHt,9,2003,VinylSd,VinylSd,724.0,4,PConc,GLQ,1972.0,5,2452,2452,2,5,1,Fin,886.0,3.0,445000,6
1648,856,20,CollgCr,5,2008,HdBoard,HdBoard,0.0,3,CBlock,LwQ,532.0,3,1040,1040,2,4,0,Unf,484.0,3.0,150500,32
1649,11,60,Gilbert,6,1994,HdBoard,HdBoard,0.0,3,PConc,Unf,0.0,4,763,1655,2,3,1,Fin,440.0,3.0,175900,17
1650,389,20,NWAmes,6,1974,Plywood,Plywood,196.0,3,CBlock,ALQ,888.0,5,1116,1116,2,3,1,RFn,528.0,3.0,167900,35
1651,2415,60,Gilbert,7,2006,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,879,1863,2,4,1,Fin,660.0,3.0,219210,0
1652,77,60,SawyerW,6,1992,Wd Sdng,Wd Sdng,0.0,4,PConc,Unf,0.0,5,1055,1845,2,4,1,RFn,462.0,3.0,189000,18
1653,1238,20,NAmes,5,1957,Wd Sdng,Wd Sdng,143.0,3,CBlock,ALQ,621.0,3,1176,1176,1,3,2,RFn,292.0,3.0,136500,51
1654,223,20,Sawyer,5,2008,HdBoard,HdBoard,47.0,3,CBlock,BLQ,240.0,5,892,892,1,4,0,Unf,416.0,3.0,137900,44
1655,723,30,OldTown,5,2006,MetalSd,Stucco,0.0,3,BrkTil,ALQ,247.0,3,1022,1022,1,3,0,Unf,280.0,3.0,85000,99
1656,2562,20,NAmes,5,1951,Wd Sdng,Wd Sdng,44.0,3,CBlock,LwQ,756.0,3,2136,2136,2,3,0,Unf,528.0,3.0,137900,55
1657,995,60,Gilbert,6,1998,VinylSd,VinylSd,0.0,3,PConc,GLQ,851.0,5,926,1604,2,3,0,Fin,472.0,3.0,195500,10
1658,287,70,SWISU,6,1950,Wd Sdng,Wd Sdng,0.0,3,PConc,Unf,0.0,3,841,1647,1,2,0,Unf,216.0,3.0,128000,95
1659,1152,20,Sawyer,5,2007,Wd Sdng,Wd Sdng,0.0,3,CBlock,ALQ,764.0,5,864,864,1,4,1,Unf,420.0,3.0,135000,47
1660,1449,20,CollgCr,5,1975,HdBoard,HdBoard,176.0,3,CBlock,ALQ,294.0,3,1076,1076,1,3,1,Unf,576.0,3.0,143195,33
1661,1330,40,BrkSide,5,1960,VinylSd,VinylSd,0.0,3,BrkTil,Unf,0.0,3,779,935,1,3,0,Unf,308.0,3.0,79500,78
1662,1134,60,SawyerW,7,2004,VinylSd,VinylSd,95.0,4,PConc,Unf,0.0,5,835,1663,2,4,0,RFn,478.0,3.0,192500,5
1663,706,50,OldTown,5,1970,Wd Sdng,Wd Sdng,0.0,3,CBlock,BLQ,384.0,3,768,1328,1,3,0,Unf,308.0,3.0,129500,59
1664,1617,60,Gilbert,6,1996,MetalSd,MetalSd,0.0,3,PConc,Unf,0.0,4,806,1572,2,3,1,Fin,373.0,3.0,168000,12
1665,1339,50,BrkSide,6,1950,Wd Sdng,Wd Sdng,0.0,3,CBlock,LwQ,264.0,5,874,1342,2,3,1,Unf,240.0,3.0,105000,69
1666,1664,20,NAmes,6,1971,Plywood,Plywood,0.0,3,CBlock,ALQ,282.0,3,981,981,1,3,0,Unf,576.0,3.0,143250,36
1667,1433,20,CollgCr,5,2006,VinylSd,VinylSd,0.0,3,PConc,Unf,0.0,5,1099,1099,1,4,0,Unf,352.0,3.0,144000,13
1668,75,60,SawyerW,7,2002,VinylSd,VinylSd,0.0,4,PConc,GLQ,695.0,5,1222,2110,2,4,2,RFn,463.0,3.0,205000,16
1669,2255,85,Mitchel,6,1974,Plywood,Plywood,0.0,3,CBlock,ALQ,924.0,3,1026,1026,1,3,1,Unf,528.0,3.0,143000,33
1670,1170,120,Somerst,9,2001,VinylSd,VinylSd,0.0,4,PConc,GLQ,964.0,5,1419,1419,1,5,1,Fin,588.0,3.0,290000,7
1671,45,20,NridgHt,9,2010,VinylSd,VinylSd,760.0,5,PConc,GLQ,2188.0,5,2364,2364,2,5,2,Fin,820.0,3.0,611657,1
1672,836,20,CollgCr,5,1996,VinylSd,VinylSd,0.0,3,PConc,GLQ,732.0,4,1040,1040,1,4,0,Unf,576.0,3.0,152000,13
1673,8,120,StoneBr,8,1992,HdBoard,HdBoard,0.0,4,PConc,ALQ,263.0,5,1280,1280,2,4,0,RFn,506.0,3.0,191500,18
1674,1704,60,NridgHt,8,2005,VinylSd,VinylSd,344.0,4,PConc,Unf,0.0,5,1143,2473,2,4,1,RFn,852.0,3.0,317000,3
1675,2068,50,Sawyer,7,1998,Wd Sdng,Wd Sdng,0.0,3,BrkTil,ALQ,258.0,5,798,1302,1,4,2,Unf,224.0,3.0,165250,67
1676,1488,20,Edwards,5,1966,HdBoard,HdBoard,0.0,3,CBlock,Rec,609.0,3,1092,1092,1,3,0,Unf,264.0,3.0,123000,42
1677,1391,20,Sawyer,6,1956,HdBoard,HdBoard,0.0,3,CBlock,GLQ,776.0,3,1188,1188,1,3,1,Unf,621.0,3.0,185000,52
1678,2633,20,NAmes,7,1962,Wd Sdng,Wd Sdng,0.0,3,CBlock,LwQ,809.0,4,1045,1045,1,3,0,Unf,528.0,3.0,120000,44
1679,1872,20,NWAmes,6,1966,HdBoard,HdBoard,0.0,3,CBlock,ALQ,792.0,4,1093,1093,2,3,1,RFn,484.0,3.0,158500,41
1680,1138,60,SawyerW,6,2004,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,798,1640,2,4,0,RFn,520.0,3.0,173000,4
1681,1899,90,NAmes,4,1962,HdBoard,HdBoard,0.0,3,Slab,None,0.0,3,1224,1224,2,3,0,Unf,462.0,3.0,101800,45
1682,915,70,SWISU,7,2007,Wd Sdng,Wd Sdng,0.0,4,PConc,ALQ,350.0,5,575,1135,1,4,0,RFn,576.0,3.0,155000,73
1683,660,30,OldTown,5,1950,MetalSd,MetalSd,0.0,3,BrkTil,Unf,0.0,5,1078,1078,1,5,0,Unf,264.0,3.0,125000,84
1684,2004,20,OldTown,4,1956,MetalSd,MetalSd,1.0,3,CBlock,None,0.0,4,968,968,1,3,0,Unf,331.0,2.0,104500,51
1685,443,60,NridgHt,9,2005,VinylSd,VinylSd,216.0,4,PConc,GLQ,1170.0,5,1462,2224,2,5,1,Fin,738.0,3.0,350000,5
1686,2627,90,NAmes,3,1950,Stucco,Stone,0.0,3,CBlock,None,0.0,4,1040,1040,2,3,0,Unf,400.0,3.0,93500,56
1687,1438,60,CollgCr,7,1999,VinylSd,VinylSd,158.0,4,PConc,GLQ,633.0,5,882,1790,2,4,0,RFn,588.0,3.0,193000,9
1688,1525,70,Crawfor,6,1994,MetalSd,MetalSd,0.0,3,BrkTil,Unf,0.0,2,1423,2555,2,3,1,Fin,672.0,3.0,191000,86
1689,2644,30,OldTown,6,2005,Wd Sdng,Wd Sdng,0.0,3,BrkTil,Unf,0.0,5,813,813,1,4,0,Unf,270.0,2.0,110000,76
1690,866,60,CollgCr,8,2001,VinylSd,VinylSd,108.0,4,PConc,GLQ,990.0,5,1299,1872,2,5,1,RFn,531.0,3.0,261500,8
1691,620,20,NAmes,5,1956,MetalSd,MetalSd,0.0,3,CBlock,Rec,504.0,4,1050,1050,1,3,0,Unf,338.0,3.0,128900,53
1692,2451,60,NoRidge,9,1994,MetalSd,MetalSd,738.0,4,PConc,Rec,292.0,5,1933,3500,3,5,1,RFn,959.0,3.0,584500,13
1693,2186,20,Edwards,4,1954,Wd Sdng,Wd Sdng,132.0,3,PConc,ALQ,492.0,5,948,948,1,3,0,Unf,248.0,3.0,111000,53
1694,2025,50,BrkSide,5,1950,HdBoard,HdBoard,0.0,3,PConc,Unf,0.0,3,960,1316,1,3,0,Unf,576.0,3.0,90000,81
1695,1916,60,NAmes,6,1979,Plywood,Plywood,113.0,3,CBlock,LwQ,187.0,3,1465,2380,2,3,1,Unf,596.0,3.0,129000,42
1696,1542,20,Crawfor,6,2006,HdBoard,HdBoard,72.0,4,CBlock,BLQ,728.0,5,1640,1640,1,4,1,Unf,924.0,3.0,224000,54
1697,1163,160,Somerst,6,2005,MetalSd,MetalSd,0.0,4,PConc,GLQ,390.0,5,600,1200,2,4,0,RFn,480.0,3.0,165000,3
1698,205,70,OldTown,6,1993,VinylSd,VinylSd,0.0,3,BrkTil,Unf,0.0,5,662,1324,1,3,0,Unf,180.0,3.0,122000,90
1699,2261,20,Timber,8,2007,VinylSd,VinylSd,0.0,4,PConc,GLQ,583.0,5,1564,1564,2,5,1,RFn,502.0,3.0,267300,1
1700,423,60,NridgHt,9,2009,VinylSd,VinylSd,860.0,5,PConc,Unf,0.0,5,1966,3140,3,5,2,Fin,820.0,3.0,485000,1
1701,2687,50,OldTown,6,1962,BrkFace,Wd Sdng,0.0,3,CBlock,Unf,0.0,3,1611,2486,2,3,1,Unf,576.0,3.0,220000,44
1702,1436,60,CollgCr,6,1997,VinylSd,VinylSd,128.0,3,PConc,GLQ,688.0,5,872,1771,2,4,0,RFn,600.0,3.0,215700,11
1703,444,20,NridgHt,8,2005,MetalSd,MetalSd,42.0,4,PConc,GLQ,1039.0,5,1836,1836,2,4,1,Fin,862.0,3.0,280000,5
1704,1067,20,NridgHt,8,2004,VinylSd,VinylSd,504.0,4,PConc,GLQ,1149.0,5,1575,1575,2,4,1,Fin,732.0,3.0,284000,5
1705,2290,180,MeadowV,4,1970,CemntBd,CmentBd,0.0,3,CBlock,BLQ,131.0,4,630,630,1,3,0,None,0.0,0.0,84500,37
1706,168,20,NAmes,6,1984,Wd Sdng,Wd Sdng,218.0,3,CBlock,BLQ,717.0,3,1395,1395,1,3,1,RFn,440.0,3.0,192000,47
